CSA,indicator,indicator_category,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2006 - 2010
Greater Charles Village/Barclay,ownrocXX,Housing and Community Development,44.88752556237219,44.569384104267826,44.44444444444444,43.82684426229508,43.243940175348115,44.28686111854429,43.83047210300429,44.57007625558769,45.79200906772457,45.35135135135135,44.9,
Greater Govans,ownrocXX,Housing and Community Development,71.53400105429625,70.38014783526927,69.47451808819646,67.83532536520585,66.10621830797972,65.88960342979635,67.08724832214766,64.94013534617386,66.94083311223136,65.45796400752081,64.4,
Greater Mondawmin,ownrocXX,Housing and Community Development,67.44319815933277,65.59170745752951,64.81428160092139,63.51312373810211,61.85804962492787,61.31004366812227,60.56091148115688,56.99339207048458,57.48999428244711,56.490104772991856,55.3,
Greater Roland Park/Poplar Hill,ownrocXX,Housing and Community Development,75.67567567567568,76.18889258397074,75.39682539682539,75.55555555555556,76.04373757455268,75.9946949602122,77.18076285240464,65.6096763648251,77.27272727272727,76.13976705490848,76.7,
Greater Rosemont,ownrocXX,Housing and Community Development,66.28579110095443,64.11290322580645,62.72715035671019,60.76000539010915,58.830661457631685,57.44047619047619,56.28222523744911,55.144868670457626,53.02927161334241,51.35135135135135,50.9,
Greenmount East,ownrocXX,Housing and Community Development,39.037656903765686,35.260842237586424,35.0389555695936,34.76595744680851,33.432963279248504,33.09951775537045,32.10103329506315,31.424613253290236,30.380344909047956,30.37180106228875,30.2,
Hamilton,ownrocXX,Housing and Community Development,87.92590898696547,87.92590898696547,87.78591033851784,87.30813287514319,85.8321870701513,85.04587155963303,85.4061496099128,84.77976450065417,85.67211625794732,82.61069052534985,83.1,
Harbor East/Little Italy,ownrocXX,Housing and Community Development,,,,,,,,,,,41.9,
Harford/Echodale,ownrocXX,Housing and Community Development,89.21352811687012,89.10950661853188,88.97811684400723,88.39590443686008,87.32904263877715,86.82357674512171,87.20369626355966,84.20836751435603,86.3443253085171,84.50169762332735,84.5,
Highlandtown,ownrocXX,Housing and Community Development,72.03807023301609,69.98050682261209,67.41390513320337,66.5374677002584,65.17107811491285,63.171355498721226,64.03174603174602,64.07167130058696,63.50592638802246,62.8976377952756,61.9,
Howard Park/West Arlington,ownrocXX,Housing and Community Development,82.30622617534942,81.4920634920635,80.39961941008563,79.2063492063492,77.78130959949142,77.97581158497772,78.53503184713377,78.95253682487726,78.89703538412496,78.43700159489633,78.0,
Inner Harbor/Federal Hill,ownrocXX,Housing and Community Development,67.45034454803405,67.33518665607625,68.68907897354288,68.36146971201589,68.3591452656342,66.872312581791,65.89788732394366,59.94568906992532,64.5945476645251,63.2312925170068,63.5,
Jonestown/Oldtown,ownrocXX,Housing and Community Development,47.309417040358746,45.92809977989729,46.04582409460458,48.26254826254826,42.14876033057851,43.06518723994452,47.67070835992342,39.70037453183521,45.45454545454545,45.941727367325704,,
Lauraville,ownrocXX,Housing and Community Development,84.32420396348252,83.4113712374582,83.58574610244989,82.38573021181716,81.4228367528992,80.1920500223314,80.6350626118068,79.75158190766346,80.60276455925674,78.28024058810425,79.0,
Loch Raven,ownrocXX,Housing and Community Development,86.01464682258445,85.70753602645877,86.20363808173872,84.29381199811054,83.45544788466084,82.53367998109195,83.12056737588652,81.17539026629935,82.9421333953056,81.16284566296383,81.5,
Madison/East End,ownrocXX,Housing and Community Development,43.23776426295974,40.01741149158445,39.46371320314777,36.94193171870441,34.74793506123611,33.17945758799769,30.84308430843084,29.79683972911964,27.835683629675046,27.19626168224299,26.899999999999995,
Medfield/Hampden/Woodberry,ownrocXX,Housing and Community Development,71.39183055975793,70.82638362395754,71.04820198928846,70.18215215061993,68.52838228580124,67.09589456143009,68.9392809189915,66.92514166418133,70.1435123538985,70.52631578947368,68.7,
Midtown*,ownrocXX,Housing and Community Development,40.365630712979886,41.35667396061269,41.82412790697674,42.91424418604651,41.464298658934396,41.246917928848184,41.95323246217332,36.46477132262052,41.85832566697332,43.470319634703195,41.9,
Midway/Coldstream,ownrocXX,Housing and Community Development,51.94470477975632,50.6791569086651,50.492033739456424,49.43767572633552,47.64581869290232,46.7280888258918,45.28212422949265,45.15242378810594,42.45922208281054,41.887062187276626,40.9,
Morrell Park/Violetville,ownrocXX,Housing and Community Development,81.93818415969092,80.98455598455598,80.79150579150578,79.13043478260869,78.6220218931101,77.68488745980707,78.27763496143959,75.43005517689062,78.41887153331209,78.01847722204523,77.2,
Mt. Washington/Coldspring,ownrocXX,Housing and Community Development,83.40857787810384,84.29378531073446,84.95475113122171,85.1558073654391,85.65714285714286,84.83466362599772,86.03192702394526,87.0807453416149,86.1126920887877,84.65036952814098,83.6,
North Baltimore/Guilford/Homeland,ownrocXX,Housing and Community Development,75.9273570324575,76.51720139157325,76.52291626377877,76.77394338891042,76.5460910151692,74.95625121524402,76.10430044755789,72.39976757699013,75.71698113207546,75.74393108848865,76.4,
Northwood,ownrocXX,Housing and Community Development,88.4073441502989,88.15115286080272,88.50181662748452,87.73766289254434,87.22222222222223,86.55982905982907,86.93424423569599,86.23399955086458,85.30692207226818,84.29946524064171,84.2,
Oldtown/Middle East,ownrocXX,Housing and Community Development,,,,,,,,,,,41.0,
Orangeville/East Highlandtown,ownrocXX,Housing and Community Development,75.5340942347088,74.0198946752487,71.9847775175644,70.02636976267213,67.90232421300382,64.7924639387695,62.80023432923257,59.46704067321178,61.60237388724036,59.596844872918496,56.89999999999999,
Patterson Park North & East,ownrocXX,Housing and Community Development,57.94896180060232,54.75586556753329,52.30989045880299,47.64373951502211,47.69887711529338,47.28829686013321,48.722860791826314,49.966067186969795,48.63431876606683,49.14495764743487,48.8,
Penn North/Reservoir Hill,ownrocXX,Housing and Community Development,43.6072280941016,41.40518417462483,41.37107776261937,40.851355990387916,40.57819575060954,39.91655076495132,40.19073569482289,40.403337969401946,39.68632799181725,39.00067069081153,39.2,
Perkins/Middle East,ownrocXX,Housing and Community Development,37.06140350877193,32.84896521356231,32.044444444444444,34.171597633136095,32.814851981936776,34.52535760728219,37.390612569610184,36.99324324324324,33.47176079734219,32.950819672131146,,
Pimlico/Arlington/Hilltop,ownrocXX,Housing and Community Development,66.6183924692252,64.63122605363985,63.73652694610779,62.22702183825294,60.67226890756302,59.57395303800532,60.039712087366595,57.36027944111777,57.3440643863179,55.60549313358302,56.10000000000001,
Poppleton/The Terraces/Hollins Market,ownrocXX,Housing and Community Development,39.21568627450981,38.15950920245399,37.45387453874539,34.9375,34.5869297163995,33.59073359073359,35.38796229151559,32.590529247910865,33.55359765051395,33.99705014749262,33.4,
Sandtown-Winchester/Harlem Park,ownrocXX,Housing and Community Development,36.33255633255633,35.522201375859915,35.241948031741096,35.68761162526384,35.63364604865639,36.353211009174316,35.455452127659576,35.32543362527907,34.45279866332498,33.38252172487293,33.0,
South Baltimore,ownrocXX,Housing and Community Development,74.54808387563268,73.15939957112224,73.22206095791002,71.16920842411038,71.1601011926274,67.31958762886599,68.21038703274893,67.1710063335679,66.31609699094362,71.66070848228794,71.1,
Southeastern,ownrocXX,Housing and Community Development,79.50589556428973,77.83389450056116,77.49160134378499,75.60156687185227,73.28843995510663,71.725688589095,70.98039215686275,68.53600944510035,71.31011608623548,70.63053097345133,69.2,
Southern Park Heights,ownrocXX,Housing and Community Development,54.41672285906945,52.20422852001799,52.433528616493916,51.54334997730368,50.40853381752156,49.60629921259843,49.44614659439076,47.89936492427943,49.283596837944664,48.32313341493268,48.3,
Southwest Baltimore,ownrocXX,Housing and Community Development,42.404242781378905,41.3471747080335,40.682166883040246,38.73405762871989,37.463057098947864,34.49060217885789,33.337372758119244,32.33939393939394,31.375616801059092,29.787750151607035,29.4,
The Waverlies,ownrocXX,Housing and Community Development,69.77680204903038,67.87413099158434,67.00842182350787,66.1987439970447,64.82579688658265,63.676797627872496,63.852733358125704,66.17245415528677,65.08875739644971,64.05495729669514,63.5,
Upton/Druid Heights*,ownrocXX,Housing and Community Development,31.167855801727374,27.67247915087187,27.178502879078696,30.536300620211605,30.706622271550128,32.26571767497035,34.76357267950963,33.62068965517241,33.92857142857143,33.27264451524807,32.4,
Washington Village,ownrocXX,Housing and Community Development,50.54012345679012,49.78772674642995,47.969052224371374,42.784442021083244,41.621029572836804,40.621572212065814,44.203961848862804,44.12940748818611,46.13448399856167,46.002906976744185,46.5,
Westport/Mt. Winans/Lakeland,ownrocXX,Housing and Community Development,66.44829199812821,65.3214453308306,63.83677298311444,61.49506346967561,59.82142857142857,56.82674199623352,56.759302873292505,57.44580584354383,57.13615023474179,56.12388549976537,55.8,
Baltimore City,ownrocXX,Housing and Community Development,64.91868761668604,63.8082930287059,63.301060841530166,62.31945747758032,61.171253423764185,60.188514659559,60.654447973425796,60.67,60.089999999999996,59.109305874852694,60.199999999999996,
Allendale/Irvington/S. Hilton,neighborhood-associations,Neighborhood Action,,,,13.0,,,,,11.0,11.0,15.0,
Beechfield/Ten Hills/West Hills,neighborhood-associations,Neighborhood Action,,,,10.0,,,,,4.0,4.0,6.0,
Belair-Edison,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,4.0,4.0,4.0,
Brooklyn/Curtis Bay/Hawkins Point,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,6.0,6.0,5.0,
Canton,neighborhood-associations,Neighborhood Action,,,,7.0,,,,,7.0,7.0,9.0,
Cedonia/Frankford,neighborhood-associations,Neighborhood Action,,,,3.0,,,,,2.0,2.0,4.0,
Cherry Hill,neighborhood-associations,Neighborhood Action,,,,5.0,,,,,3.0,3.0,7.0,
Chinquapin Park/Belvedere,neighborhood-associations,Neighborhood Action,,,,9.0,,,,,5.0,5.0,11.0,
Claremont/Armistead,neighborhood-associations,Neighborhood Action,,,,4.0,,,,,1.0,1.0,3.0,
Clifton-Berea,neighborhood-associations,Neighborhood Action,,,,18.0,,,,,9.0,9.0,20.0,
Cross-Country/Cheswolde,neighborhood-associations,Neighborhood Action,,,,4.0,,,,,2.0,2.0,3.0,
Dickeyville/Franklintown,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,4.0,4.0,6.0,
Dorchester/Ashburton,neighborhood-associations,Neighborhood Action,,,,14.0,,,,,8.0,8.0,9.0,
Downtown/Seton Hill,neighborhood-associations,Neighborhood Action,,,,12.0,,,,,4.0,4.0,13.0,
Edmondson Village,neighborhood-associations,Neighborhood Action,,,,7.0,,,,,6.0,6.0,6.0,
Fells Point,neighborhood-associations,Neighborhood Action,,,,17.0,,,,,7.0,7.0,8.0,
Forest Park/Walbrook,neighborhood-associations,Neighborhood Action,,,,10.0,,,,,9.0,9.0,12.0,
Glen-Falstaff,neighborhood-associations,Neighborhood Action,,,,12.0,,,,,8.0,8.0,11.0,
Greater Charles Village/Barclay,neighborhood-associations,Neighborhood Action,,,,18.0,,,,,9.0,9.0,23.0,
Greater Govans,neighborhood-associations,Neighborhood Action,,,,16.0,,,,,11.0,11.0,16.0,
Greater Mondawmin,neighborhood-associations,Neighborhood Action,,,,11.0,,,,,10.0,10.0,12.0,
Greater Roland Park/Poplar Hill,neighborhood-associations,Neighborhood Action,,,,11.0,,,,,8.0,8.0,11.0,
Greater Rosemont,neighborhood-associations,Neighborhood Action,,,,36.0,,,,,27.0,27.0,26.0,
Greenmount East,neighborhood-associations,Neighborhood Action,,,,9.0,,,,,10.0,10.0,11.0,
Hamilton,neighborhood-associations,Neighborhood Action,,,,9.0,,,,,3.0,3.0,6.0,
Harbor East/Little Italy,neighborhood-associations,Neighborhood Action,,,,,,,,,,,8.0,
Harford/Echodale,neighborhood-associations,Neighborhood Action,,,,8.0,,,,,2.0,2.0,5.0,
Highlandtown,neighborhood-associations,Neighborhood Action,,,,5.0,,,,,3.0,3.0,8.0,
Howard Park/West Arlington,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,5.0,5.0,8.0,
Inner Harbor/Federal Hill,neighborhood-associations,Neighborhood Action,,,,16.0,,,,,10.0,10.0,13.0,
Jonestown/Oldtown,neighborhood-associations,Neighborhood Action,,,,19.0,,,,,14.0,14.0,,
Lauraville,neighborhood-associations,Neighborhood Action,,,,13.0,,,,,7.0,7.0,8.0,
Loch Raven,neighborhood-associations,Neighborhood Action,,,,10.0,,,,,5.0,5.0,6.0,
Madison/East End,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,9.0,9.0,12.0,
Medfield/Hampden/Woodberry,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,11.0,11.0,29.0,
Midtown*,neighborhood-associations,Neighborhood Action,,,,7.0,,,,,10.0,10.0,25.0,
Midway/Coldstream,neighborhood-associations,Neighborhood Action,,,,3.0,,,,,3.0,3.0,7.0,
Morrell Park/Violetville,neighborhood-associations,Neighborhood Action,,,,5.0,,,,,6.0,6.0,7.0,
Mt. Washington/Coldspring,neighborhood-associations,Neighborhood Action,,,,9.0,,,,,3.0,3.0,8.0,
North Baltimore/Guilford/Homeland,neighborhood-associations,Neighborhood Action,,,,4.0,,,,,19.0,19.0,23.0,
Northwood,neighborhood-associations,Neighborhood Action,,,,18.0,,,,,10.0,10.0,8.0,
Oldtown/Middle East,neighborhood-associations,Neighborhood Action,,,,,,,,,,,19.0,
Orangeville/East Highlandtown,neighborhood-associations,Neighborhood Action,,,,4.0,,,,,4.0,4.0,8.0,
Patterson Park North & East,neighborhood-associations,Neighborhood Action,,,,6.0,,,,,2.0,2.0,6.0,
Penn North/Reservoir Hill,neighborhood-associations,Neighborhood Action,,,,14.0,,,,,23.0,23.0,22.0,
Perkins/Middle East,neighborhood-associations,Neighborhood Action,,,,12.0,,,,,7.0,7.0,,
Pimlico/Arlington/Hilltop,neighborhood-associations,Neighborhood Action,,,,7.0,,,,,20.0,20.0,21.0,
Poppleton/The Terraces/Hollins Market,neighborhood-associations,Neighborhood Action,,,,17.0,,,,,7.0,7.0,11.0,
Sandtown-Winchester/Harlem Park,neighborhood-associations,Neighborhood Action,,,,10.0,,,,,20.0,20.0,25.0,
South Baltimore,neighborhood-associations,Neighborhood Action,,,,12.0,,,,,1.0,1.0,4.0,
Southeastern,neighborhood-associations,Neighborhood Action,,,,18.0,,,,,3.0,3.0,3.0,
Southern Park Heights,neighborhood-associations,Neighborhood Action,,,,16.0,,,,,20.0,20.0,26.0,
Southwest Baltimore,neighborhood-associations,Neighborhood Action,,,,11.0,,,,,9.0,9.0,23.0,
The Waverlies,neighborhood-associations,Neighborhood Action,,,,11.0,,,,,1.0,1.0,1.0,
Upton/Druid Heights*,neighborhood-associations,Neighborhood Action,,,,36.0,,,,,10.0,10.0,15.0,
Washington Village,neighborhood-associations,Neighborhood Action,,,,9.0,,,,,6.0,6.0,9.0,
Westport/Mt. Winans/Lakeland,neighborhood-associations,Neighborhood Action,,,,9.0,,,,,2.0,2.0,13.0,
Baltimore City,neighborhood-associations,Neighborhood Action,,,,650.0,,,,,482.0,482.0,638.0,
Allendale/Irvington/S. Hilton,community_dev_corporations,Neighborhood Action,,,,,,,,,,,0.0,
Beechfield/Ten Hills/West Hills,community_dev_corporations,Neighborhood Action,,,,,,,,,,,1.0,
Belair-Edison,community_dev_corporations,Neighborhood Action,,,,,,,,,,,0.0,
Brooklyn/Curtis Bay/Hawkins Point,community_dev_corporations,Neighborhood Action,,,,,,,,,,,0.0,
Canton,community_dev_corporations,Neighborhood Action,,,,,,,,,,,0.0,
